Asset Number,Asset Description,Building,Floor,Department,Room,Condition,Status,Notes
TR118*002490,"COMPUTER, CPU(HP ProDesk 400 G5 MT,corei7-8700)",PHASE III,1 FLOOR ,HDU,CUBE 1,GOOD,Active,
TR118*002291,"COMPUTER, CPU, (HP  290 G4 MICROTOWER PC,corei7-10700 cpu)",PHASE III,1 FLOOR ,LAB,INCHARGE OFFICE,GOOD,Active,
TR118*002256,"COMPUTER, CPU, (HP 290 G4 Microtower,corei7-10700 cpu)",PHASE III,2 FLOOR,2A,INCHARGE OFFICE,NEW,Active,
TR118*000453,"Computer, CPU, Acer Veriton M290, SN: BTVBJIM0092070650D9600",MOI PHASE I &II,FIRST FLOOR,DOT,ROOM NO 201,GOOD,Active,
TR118*001594,"Computer, CPU, DEL, SN. CVWSV02",PHASE I& II,GROUND,DCSS,X-RAY ROOM,Good,Active,
TR118*000495,"Computer, CPU, Dell D1018M, SN: B9T8WL2",MOI PHASE I &II,FIRST FLOOR,DAHRM,ROOM 228: REGISTRY,GOOD,Active,
TR118*000645,"Computer, CPU, Dell D12M, core i3, SN: GQ4JYX1",MOI PHASE I &II,FIRST FLOOR,DFP,ROOM NO 232,GOOD,Active,
TR118*000518,"Computer, CPU, Dell D18M, core i5, SN: BHB5WL2",MOI PHASE I &II,FIRST FLOOR,DAHRM,CONFEDENTAL OFFICE,GOOD,Active,
TR118*000608,"Computer, CPU, Dell D19M, core i7, SN:21FD8F2",MOI PHASE I &II,FIRST FLOOR,DAHRM,266 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*005109,"Computer, CPU, Dell Optiplex 9020, core i7, SN: 2G6LV42",MOI PHASE I &II,FIRST FLOOR,TEEM,ROOM 216,GOOD,Active,
TR118*000614,"Computer, CPU, Dell Optplex 7040, core i7, SN: 1S7L8F2",MOI PHASE I &II,FIRST FLOOR,DAHRM,272 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*000618,"Computer, CPU, Dell Optplex 7040, core i7, SN: 1T5F8F2",MOI PHASE I &II,FIRST FLOOR,DAHRM,276 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*000682,"Computer, CPU, Dell Optplex 9020, core i7, SN: J7PFV42",MOI PHASE I &II,FIRST FLOOR,DFP,CASHIER OFFICE ROOM 230,GOOD,Active,
TR118*000087,"Computer, CPU, Dell Optplex 9020, INTEL CORE i5, SN: 1788180926",MOI PHASE I &II,FIRST FLOOR,PHYSIO,RECEPTION,GOOD,Active,
TR118*000092,"Computer, CPU, Dell Optplex 9020, INTEL CORE i5, SN: 858C8C2",MOI PHASE I &II,FIRST FLOOR,PHYSIO,RECEPTION,FAIR,Active,
TR118*001370,"Computer, CPU, DELL SN 1Q7MMK2",PHASE I& II,GROUND,DNS,113,Fair,Active,
TR118*000606,"Computer, CPU, Dell Vostro 3888, core i7, SN: 2VHNSK3",MOI PHASE I &II,FIRST FLOOR,DAHRM,264 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*000368,"Computer, CPU, Dell Vostro D29M, core i3, SN: 2BHMCJ3",MOI PHASE I &II,FIRST FLOOR,DOT,DOCTOR'S ROOM TEAM A,NEW,Active,
TR118*000555,"Computer, CPU, Dell Vostro D29M, core i3, SN: 9THNSK3",MOI PHASE I &II,FIRST FLOOR,DAHRM,HRM,GOOD,Active,
TR118*005937,"Computer, CPU, Dell, SN ",PHASE I& II,GROUND,DCSS,I/C Office Sterilization,V.Good,Active,
TR118*005994,"Computer, CPU, Dell, SN 1TTK8F2",PHASE I& II,GROUND,DCSS,Sterilization,V.Good,Active,
TR118*001903,"Computer, CPU, Dell, SN CM12KZ1",PHASE I& II,GROUND,DCSS,OT Manager,V.Good,Active,
TR118*001810,"Computer, CPU, Dell, SN CN- 02HTXX-70163-47N-01FB-A00",PHASE I& II,GROUND,TEEM,136,Good,Active,
TR118*005935,"Computer, CPU, Dell, SN GSHMSK3",PHASE I& II,GROUND,DCSS,TEA ROOM,V.Good,Active,
TR118*001939,"Computer, CPU, Dell, SN IV3F8F2",PHASE I& II,GROUND,DCSS,OT Pharmacy,V.Good,Active,
TR118*001058,"Computer, CPU, Dell, SN RCP1N3115-0385",PHASE I& II,GROUND,DCSS,Community Pharmacy,Good,Active,
TR118*008834,"Computer, CPU, DELL, SN. 1QYLMK2",CONTAINER,FIRST FROOL,DNS,SOCIAL WALFARE,Fair,Active,
TR118*000999,"Computer, CPU, DELL, SN. 851M8C2",PHASE I& II,GROUND,DFP,105,Fair,Active,
TR118*001312,"Computer, CPU, DELL, SN. BC7CWL2",PHASE I& II,GROUND,DFP,112,Good,Active,
TR118*001678,"Computer, CPU, DELL, SN. CKDJ7K2",PHASE I& II,GROUND,TEEM,137,Poor,Active,
TR118*001314,"Computer, CPU, DELL, SN. CN64112",PHASE I& II,GROUND,DFP,112,Good,Active,
TR118*008722,"Computer, CPU, DELL, SN. DVS4C62",PHASE I& II,GROUND,DCSS,COMMUNITY PHARMACY WAITING AREA,Fair,Active,
TR118*001047,"Computer, CPU, Dell, SN. RCP1N3115-0385",PHASE I& II,GROUND,DCSS,Community Pharmacy,New,Active,
TR118*000497,"Computer, CPU, Dell, SN: 88P9WL2",MOI PHASE I &II,FIRST FLOOR,DAHRM,ROOM 228: REGISTRY,GOOD,Active,
TR118*000499,"Computer, CPU, Dell, SN: BHY8WL2",MOI PHASE I &II,FIRST FLOOR,DAHRM,ROOM 228: REGISTRY,POOR,Active,
TR118*000213,"Computer, CPU, HP 200 G4, core i5, SN: 4CE249D0QB)",MOI PHASE I &II,FIRST FLOOR,PROCUREMENT UNIT,239 PROCUREMENT MNGT UNIT,GOOD,Active,
TR118*000437,"Computer, CPU, HP 290 G1, core i5, SN:",MOI PHASE I &II,FIRST FLOOR,DOT,DOCTOR'S ROOM PEDIATRIC,GOOD,Active,
TR118*000436,"Computer, CPU, HP 290 G1, core i5, SN: 4CE722308C",MOI PHASE I &II,FIRST FLOOR,DOT,DOCTOR'S ROOM PEDIATRIC,GOOD,Active,
TR118*000318,"Computer, CPU, HP 290 G1, core i5, SN: 4CE72230BK",MOI PHASE I &II,FIRST FLOOR,DOT,ROOM NO 202,GOOD,Active,
TR118*000270,"Computer, CPU, HP 290 G1, core i5, SN: 4CE7223SDN",MOI PHASE I &II,FIRST FLOOR,FINANCE,PAYROLL,GOOD,Active,
TR118*000284,"Computer, CPU, HP 290 G1, core i7, SN: 4CE8114DJ0",MOI PHASE I &II,FIRST FLOOR,FINANCE,PAYROLL,GOOD,Active,
TR118*000612,"Computer, CPU, HP 290 G2, core i5, SN: 8CG8505Z14",MOI PHASE I &II,FIRST FLOOR,DAHRM,270 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*000158,"Computer, CPU, HP 290 G4 core i5, SN: 4CE251C6J0",MOI PHASE I &II,FIRST FLOOR,HR,240 DOCROR'S SECRETARY,GOOD,Active,
TR118*000121,"Computer, CPU, HP 290 G4 core i5, SN: 4CE251CXP4",MOI PHASE I &II,FIRST FLOOR,INTERNAL AUDIT,INTERNAL AUDIT OFFICE,GOOD,Active,
TR118*000268,"Computer, CPU, HP 290 G4, core i3, SN: 4CE215BVTM",MOI PHASE I &II,FIRST FLOOR,FINANCE,PAYROLL,GOOD,Active,
TR118*000871,"Computer, CPU, HP 290 G4, core i5, SN: 4CE1193SX9",MOI PHASE I &II,FIRST FLOOR,DAHRAM,214: DAHRM OFFICE,GOOD,Active,
TR118*000895,"Computer, CPU, HP 290 G4, core i5, SN: 4CE1231MTX",MOI PHASE I &II,FIRST FLOOR,DAHRAM,214: DAHRM OFFICE SECRETARY,GOOD,Active,
TR118*000286,"Computer, CPU, HP 290 G4, core i5, SN: 4CE144BR0D",MOI PHASE I &II,FIRST FLOOR,FINANCE,PAYROLL,GOOD,Active,
TR118*000276,"Computer, CPU, HP 290 G4, Core i5, SN: 4CE151DXT8",MOI PHASE I &II,FIRST FLOOR,FINANCE,PAYROLL,NEW,Active,
TR118*000651,"Computer, CPU, HP 290 G4, core i5, SN: 4CE214BFCT",MOI PHASE I &II,FIRST FLOOR,DFP,ROOM NO 232,GOOD,Active,
TR118*000602,"Computer, CPU, HP 290 G4, core i5, SN: 4CE215BVQ9",MOI PHASE I &II,FIRST FLOOR,DAHRM,262 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*000832,"Computer, CPU, HP 290 G4, core i5, SN: 4CE215BVQD",MOI PHASE I &II,FIRST FLOOR,DOT ,215: DOT SECRETARY,GOOD,Active,
TR118*000849,"Computer, CPU, HP 290 G4, core i5, SN: 4CE215BVW",MOI PHASE I &II,FIRST FLOOR,DAHRAM,209: MANAGER ADMIN,NEW,Active,
TR118*000544,"Computer, CPU, HP 290 G4, core i5, SN: 4CE215BVXZ",MOI PHASE I &II,FIRST FLOOR,DFP,HOE,GOOD,Active,
TR118*000652,"Computer, CPU, HP 290 G4, CORE I5, SN: 4CE215BWB",MOI PHASE I &II,FIRST FLOOR,DFP,ROOM NO 232,GOOD,Active,
TR118*000678,"Computer, CPU, HP 290 G4, core i7, SN: 4CE115….",MOI PHASE I &II,FIRST FLOOR,DFP,DFP OFFICE: SECRETARY,GOOD,Active,
TR118*000542,"Computer, CPU, HP 290 G4, core i7, SN: 4CE215BVV8",MOI PHASE I &II,FIRST FLOOR,DFP,HOE,GOOD,Active,
TR118*000647,"Computer, CPU, HP 290 G4, core i7, SN: 4CE215BVX0",MOI PHASE I &II,FIRST FLOOR,DFP,ROOM NO 232,GOOD,Active,
TR118*000858,"Computer, CPU, HP 290 G4, core i7, SN: 4CE244CXVY",MOI PHASE I &II,FIRST FLOOR,DNE,212: DNE OFFICE,NEW,Active,
TR118*000777,"Computer, CPU, HP 290 G4, core i7, SN: 4CE249D0MN",MOI PHASE I &II,FIRST FLOOR,ED,211: INTERNAL AUDIT MANAGER,NEW,Active,
TR118*000913,"Computer, CPU, HP 290 G4, core i7, SN: 4CE249D0P",MOI PHASE I &II,FIRST FLOOR,DCSS,210: DCSS OFFICE,NEW,Active,
TR118*000749,"Computer, CPU, HP 290 G4, core i7, SN: 4CE307B2V9",MOI PHASE I &II,FIRST FLOOR,ED,ED OFFICE: SECRETARY,GOOD,Active,
TR118*000143,"Computer, CPU, HP 290 G4, INTEL CORE i5, SN: 4CF144BNNO",MOI PHASE I &II,FIRST FLOOR,PMU,PMU MANAGER OFFICE,GOOD,Active,
TR118*008297,"Computer, CPU, HP 290 G4, IntelL Core I3, SN: 4CE329BPDS",MOI PHASE I &II,FIRST FLOOR,DNS,217,NEW,Active,
TR118*000493,"Computer, CPU, HP 290 G4, SN: 4CE251C6ZM",MOI PHASE I &II,FIRST FLOOR,DAHRM,ROOM 228: REGISTRY,NEW,Active,
TR118*000653,"Computer, CPU, HP 290 G9, core i7, SN: 4CE344DN8D",MOI PHASE I &II,FIRST FLOOR,DFP,ROOM NO 232,GOOD,Active,
TR118*000642,"Computer, CPU, HP Elite 800, core i5, SN: SGH427RM1X",MOI PHASE I &II,FIRST FLOOR,DFP,ROOM NO 232,GOOD,Active,
TR118*000215,"Computer, CPU, HP Elitedesk 200 G1, core i5, SN: SGH435SDMW",MOI PHASE I &II,FIRST FLOOR,PROCUREMENT UNIT,239 PROCUREMENT MNGT UNIT,GOOD,Active,
TR118*000008,"Computer, CPU, HP Intel Core i5 with keyboard and mouse, SN: 4CE213CD5H",MOI PHASE I &II,FIRST FLOOR,PHYSIO,247:MANAGER REHABILITATION,GOOD,Active,
TR118*000054,"Computer, CPU, HP Intel Core i5 with keyboard and mouse, SN: 4CE344DMP6",MOI PHASE I &II,FIRST FLOOR,PHYSIO,PHYSIOTHERARY GYMNASIUM,NEW,Active,
TR118*000790,"Computer, CPU, HP Pro Microtower, core i5, SN: 4CE91707PT",MOI PHASE I &II,FIRST FLOOR,DFP,208: FM,GOOD,Active,
TR118*008536,"COMPUTER, CPU, HP PRO TOWER 290 G9 DESKTOP PC,CORE ™i7",PHASE III,BASEMENT,LAUNDRY,LAUNDRY,NEW,Active,
TR118*000599,"Computer, CPU, HP Prodesk 400 G4, core i5, SN: SGH739SSR3",MOI PHASE I &II,FIRST FLOOR,DAHRM,259 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*005148,"Computer, CPU, HP Prodesk 400 G5, core i5, SN: 4CE946283J",MOI PHASE I &II,FIRST FLOOR,CRTM,ARCHIVE,GOOD,Active,
TR118*000348,"Computer, CPU, HP Prodesk 400 G5, core i7, SN: CZC911CNBY",MOI PHASE I &II,FIRST FLOOR,DNE,NEOUROSUGERY ROOM 210,GOOD,Active,
TR118*008239,"Computer, CPU, HP PRODESK 400 G5, Intel core i5, SN: CZC8477CNX",MOI PHASE I &II,FIRST FLOOR,PHYSIO,ROOM 11,GOOD,Active,
TR118*000212,"Computer, CPU, HP Prodesk 400 G6, core i5, SN: CZC038CSJ3",MOI PHASE I &II,FIRST FLOOR,PROCUREMENT UNIT,239 PROCUREMENT MNGT UNIT,GOOD,Active,
TR118*008075,"Computer, CPU, HP Prodesk,  400 G5 MT  Intel ,Core i5,SN:C2C84773JL",MOI PHASE I &II,FIRST FLOOR,PHYSIO,ROOM 4,GOOD,Active,
TR118*000080,"Computer, CPU, HP Prodesk, Intel core i5, SN: CZC84770XW",MOI PHASE I &II,FIRST FLOOR,PHYSIO,CONSULTATION ROOM 9,GOOD,Active,
TR118*000062,"Computer, CPU, HP Prodesk, Intel core i5, SN: CZC84773JC",MOI PHASE I &II,FIRST FLOOR,PHYSIO,CONSULTATION ROOM 8,GOOD,Active,
TR118*000280,"Computer, CPU, HP Protower 290 G9, core i7, SN: 4CE334C7GV",MOI PHASE I &II,FIRST FLOOR,FINANCE,PAYROLL,NEW,Active,
TR118*000282,"Computer, CPU, HP Protower 290 G9, core i7, SN: 4CE344DN6V",MOI PHASE I &II,FIRST FLOOR,FINANCE,PAYROLL,NEW,Active,
TR118*000273,"Computer, CPU, HP Protower 290 G9, core i7, SN: 4CE344DN7V",MOI PHASE I &II,FIRST FLOOR,FINANCE,PAYROLL,NEW,Active,
TR118*000201,"Computer, CPU, HP, 290 G8, Intel Core i5, SN:  4CE20038D0NW",MOI PHASE I &II,FIRST FLOOR,PROCUREMENT UNIT,239 PROCUREMENT MNGT UNIT,NEW,Active,
TR118*000616,"Computer, CPU, HP, core i5, SN: 4CE1121QF0",MOI PHASE I &II,FIRST FLOOR,DAHRM,274 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*008104,"Computer, CPU, HP, Prodesk,400 G5 MT; 5BM23EABH5,SN: CZC8477H60",MOI PHASE I &II,FIRST FLOOR,PYHSIO,PHYSIOTHERAPY,GOOD,Active,
TR118*001445,"Computer, CPU, HP, SN  CZC93593QS",PHASE I& II,GROUND,DCSS,116,Very Good,Active,
TR118*001333,"Computer, CPU, HP, SN 4CE1211RFO",PHASE I& II,GROUND,ED,112,Very Good,Active,
TR118*008855,"Computer, CPU, HP, SN 4CE150D94K",CONTAINER,GROUND FLOOR,DNS,TUGHE,Good,Active,
TR118*001049,"Computer, CPU, HP, SN 4CE215DVYC",PHASE I& II,GROUND,DCSS,Community Pharmacy,New,Active,
TR118*001937,"Computer, CPU, HP, SN 4CE307B2V5",PHASE I& II,GROUND,DCSS,OT Pharmacy,V.Good,Active,
TR118*001806,"Computer, CPU, HP, SN 4CE81814LY",PHASE I& II,GROUND,TEEM,136,Good,Active,
TR118*001169,"Computer, CPU, HP, SN 4CE8243K71",PHASE I& II,GROUND,DNS,110,Very Good,Active,
TR118*001329,"Computer, CPU, HP, SN 4CE8482Q8L",PHASE I& II,GROUND,ED,112,Very Good,Active,
TR118*001336,"Computer, CPU, HP, SN 4CE8482QLF",PHASE I& II,GROUND,ED,112,Good,Active,
TR118*001062,"Computer, CPU, HP, SN 4CE9030CH7",PHASE I& II,GROUND,DCSS,Community Pharmacy,Good,Active,
TR118*001255,"Computer, CPU, HP, SN 4CE9030CHV",PHASE I& II,GROUND,DNS,110,Fair,Active,
TR118*001030,"Computer, CPU, HP, SN 4CE9030CJK",PHASE I& II,GROUND,DCSS,Phamacy-IP/OP,Very Good,Active,
TR118*001093,"Computer, CPU, HP, SN 8CG9321V77",PHASE I& II,GROUND,DCSS,Community Pharmacy,Good,Active,
TR118*001089,"Computer, CPU, HP, SN ACE307B2SZ",PHASE I& II,GROUND,DCSS,Community Pharmacy,New,Active,
TR118*001407,"Computer, CPU, HP, SN ACE9492K3H",PHASE I& II,GROUND,OPD,114,Good,Active,
TR118*001171,"Computer, CPU, HP, SN BCG946696C",PHASE I& II,GROUND,DNS,110,Very Good,Active,
TR118*005502,"Computer, CPU, HP, SN C2C516151P",PHASE I& II,GROUND,DCSS,Anaesthesia Office,V.Good,Active,
TR118*001264,"Computer, CPU, HP, SN C2C6518FM3",PHASE I& II,GROUND,ED,106,New,Active,
TR118*001091,"Computer, CPU, HP, SN C2C9397GKW",PHASE I& II,GROUND,DCSS,Community Pharmacy,Very Good,Active,
TR118*001173,"Computer, CPU, HP, SN CZC74971C8",PHASE I& II,GROUND,DNS,110,Very Good,Active,
TR118*005526,"Computer, CPU, HP, SN CZC8197ZQR",PHASE I& II,GROUND,DCSS,Anaesthesia Office,V.Good,Active,
TR118*001024,"Computer, CPU, HP, SN CZC85079SLB",PHASE I& II,GROUND,DCSS,Phamacy-IP/OP,Good,Active,
TR118*001027,"Computer, CPU, HP, SN CZC85079TK",PHASE I& II,GROUND,DCSS,Phamacy-IP/OP,Very Good,Active,
TR118*001442,"Computer, CPU, HP, SN CZC93593RL",PHASE I& II,GROUND,DCSS,116,Very Good,Active,
TR118*001185,"Computer, CPU, HP, SN GRYQY42",PHASE I& II,GROUND,DNS,110,Very Good,Active,
TR118*001181,"Computer, CPU, HP, SN SG8438QBW1",PHASE I& II,GROUND,DNS,110,Very Good,Active,
TR118*001064,"Computer, CPU, HP, SN SGH438Q7LD",PHASE I& II,GROUND,DCSS,Community Pharmacy,Good,Active,
TR118*001299,"Computer, CPU, HP, SN SGH438QBWO",PHASE I& II,GROUND,DNS,121,Good,Active,
TR118*001059,"Computer, CPU, HP, SN TRF4410DB0",PHASE I& II,GROUND,DCSS,Community Pharmacy,Good,Active,
TR118*001577,"Computer, CPU, HP, SN, 8CG94969GZ",PHASE I& II,GROUND,DNS,Doctors Room -144,Very Good,Active,
TR118*001451,"Computer, CPU, HP, SN.  4CE151DXP6",PHASE I& II,GROUND,DCSS,117,New,Active,
TR118*001621,"Computer, CPU, HP, SN. 4CE207DMM4",PHASE I& II,GROUND,DCSS,DIGITAL X-RAY ROOM,New,Active,
TR118*001316,"Computer, CPU, HP, SN. 4CE214BFJ1",PHASE I& II,GROUND,DFP,112,New,Active,
TR118*000988,"Computer, CPU, HP, SN. 4CE215BVSJ",PHASE I& II,GROUND,DFP,104,New,Active,
TR118*000990,"Computer, CPU, HP, SN. 4CE215BWOW",PHASE I& II,GROUND,DFP,104,New,Active,
TR118*001002,"Computer, CPU, HP, SN. 4CE251C6KD",PHASE I& II,GROUND,DFP,105,New,Active,
TR118*000997,"Computer, CPU, HP, SN. 4CE251C6ZW",PHASE I& II,GROUND,DFP,105,New,Active,
TR118*008822,"Computer, CPU, HP, SN. 4CE312DGJ9",CONTAINER,FIRST FROOL,DNS,SOCIAL WALFARE,New,Active,
TR118*001680,"Computer, CPU, HP, SN. 4CE8181Q1K",PHASE I& II,GROUND,TEEM,137,Good,Active,
TR118*001331,"Computer, CPU, HP, SN. 4CE84820QN2",PHASE I& II,GROUND,ED,112,Very Good,Active,
TR118*008720,"Computer, CPU, HP, SN. CZC51615C0",PHASE I& II,GROUND,DCSS,COMMUNITY PHARMACY WAITING AREA,Fair,Active,
TR118*008724,"Computer, CPU, HP, SN. CZC74971F4",PHASE I& II,GROUND,DCSS,COMMUNITY PHARMACY WAITING AREA,Fair,Active,
TR118*001016,"Computer, CPU, HP, SN.4CE1231MQX",PHASE I& II,GROUND,ADMN,CONTROL ROOM,New,Active,
TR118*000160,"Computer, CPU, LENOVO 10159 CORE i3, SN: ES12870735",MOI PHASE I &II,FIRST FLOOR,HR,240 DOCROR'S SECRETARY,GOOD,Active,
TR118*000596,"Computer, CPU, Prodesk 400 G4, core i5, SN: CZC8167P9T",MOI PHASE I &II,FIRST FLOOR,DAHRM,256 HR TRAINING AND ADMINSTR,GOOD,Active,
MOI/DISP/ME/736,"COMPUTER, CPU,DELL OPTIPLEX 9020",,,,,,Active,
TR118*006108,"COMPUTER, CPU,DELL,SN:4X4NYX1",MOI PHASE III,5 floor,ICTM,ICT MANAGER,GOOD,Active,
TR118*006920,"COMPUTER, CPU,HP  290 G1 MT, corei5-7500",PHASE III,GROUND,EMD,INCHARGE OFFICE EMD,GOOD,Active,
TR118*002886,"COMPUTER, CPU,HP 290 G2 MT,corei5-85000",PHASE III,1 FLOOR ,ICU,PHARMACY ICU,GOOD,Active,
TR118*002005,"COMPUTER, CPU,HP 290 G4 MICROTOWER PC,CORE i7",PHASE III,2 FLOOR,2B,CUBE 1,POOR,Active,
MOI/DISP/ME/737,"COMPUTER, CPU,HP PRO 3400 MT",,,,,,Active,
TR118*000199,"Computer, CPU,HP Prodesk 400 G6,MT Intel Core i5,SN: CZC021B27H",MOI PHASE I &II,FIRST FLOOR,PROCUREMENT UNIT,239 PROCUREMENT MNGT UNIT,GOOD,Active,
TR118*005939,"Computer, CPU,HP, SN 8CG9466BO3",PHASE I& II,GROUND,DCSS,I/C Office Sterilization,V.Good,Active,
TR118*002383,"COMPUTER, CPU,HP,290 G4 Microtower,corei7-10700",PHASE III,1 FLOOR ,LAB,PRE LABORATORY,NEW,Active,
TR118*000207,"Computer, CPU,HP,290 G4,Intel Core i7,SN: 4CE249D0K7",MOI PHASE I &II,FIRST FLOOR,PROCUREMENT UNIT,239 PROCUREMENT MNGT UNIT,NEW,Active,
TR118*006958,"COMPUTER, CPU,Intel® Core™ i5-6100 @3.70GHz",PHASE III,GROUND,EMD,EMD COMMUNITY PHARMACY,GOOD,Active,
TR118*008828,"Computer, CPU. HP, SN. 4CE329BPHJ",CONTAINER,FIRST FROOL,DNS,SOCIAL WALFARE,New,Active,
TR118*GAMIS273,"Computer, CPUDellHP type; ;, Prodesk 400 G7 :Processor: 10th Generation, Intel,Core i7-10400(12 MB Cache,6 cores,12threads,2.90 GHz to 4.30GHz Turbo) SATA Hard Drive:1TB,7200 pm,SATA rpm;SATA,6.7",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS179,"COMPUTER, Desk Top computer",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS181,"COMPUTER, Desk Top computer",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS274,"COMPUTER, Desk top Computer CPUHp Type prodesk, 400G4   Microtower INTEL CORE 15-7600,Processor 8GB, RAM,500GB HDD WINDOWS 10PRO PRELOADED WITH DISPLAY 24 COMPUTER, INCHES SCREEN WITH HP24F DISPLAY",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS275,"Computer, Desk Top CPU-SN : SNCZC038CSKCHP PRODESK 400 4g MICROTOWER PROCESSOR Intel Core i5-7600 8GB Ra,m/500GB HDD Windows 10 pro-preloaded with 24 Display 24 Inches ,screen, with (HP 24F Display)",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS271,"Computer, Desk Top CPU-SN 4CE 4CE1211RFOHP290D4MICROTOWER CORE INTEL 17-10700(2.9GHz,Base Frequency,up to 4.8GHz)iTB 7200rpm SATA ,8GB RAM DDR4, I yesr warranty ",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS270,"Computer, Desk Top CPU-SN 4CE1211RDSHP290D4MICROTOWER CORE INTEL 17-10700(2.9GHz,Base Frequency,up to 4.8GHz)iTB 7200rpm SATA ,8GB RAM DDR4, I yesr warranty ",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS269,"Computer, Desk Top CPU-SN 4CE211RC2HP290D4MICROTOWER CORE INTEL 17-10700(2.9GHz,Base Frequency,up to 4.8GHz)iTB 7200rpm SATA ,8GB RAM DDR4, I yesr warranty ",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS268,"Computer, Desk Top -Monitor Sn HP290D4MICROTOWER CORE INTEL 17-10700(2.9GHz,Base Frequency,up to 4.8GHz)iTB 7200rpm SATA ,8GB RAM DDR4, I yesr warranty ",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS272,"Computer, Desktop",,,,,,Active,
TR118*GAMIS182,"COMPUTER, Desktop computer",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS4,"COMPUTER, DESKTOP COMPUTER CORE I7 CPU 3.0GHZ,RAM 4GB,HDD ITB",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS3,"COMPUTER, DESKTOP COMPUTERS WORKSTATION",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS183,"COMPUTER, DESKTOP COMPUTERS WORKSTATION",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS197,"COMPUTER, HARD DISK HPE 1.2 SC SAS 12G 10K NSFF HDD 872479-B21 HPE 1.2TB SAS 12G ENT 10K SFF (2.5IN) SC ",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS198,"COMPUTER, HARD DISK, EXTERNAL, TRANSCEND 2TB",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS199,"COMPUTER, HARD DISK, EXTERNAL, TRANSCEND 2TB",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS200,"COMPUTER, HARD DISK, EXTERNAL, TRANSCEND 2TB",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS196,"COMPUTER, HARD DISK,HPE 1.2 SC SAS 12G 10K NSFF HDD 872479-B21 HPE 1.2TB SAS 12G ENT 10K SFF (2.5IN) SC ",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS265,"COMPUTER, HP DESKTOP 290G  MICROTOWER RAM ",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS266,"COMPUTER, HP DESKTOP 290G  MICROTOWER RAM ",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS267,"COMPUTER, HP DESKTOP 290G  MICROTOWER RAM ",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*000190,"Computer, HP pro 300 g6 core i5",MOI PHASE I &II,FIRST FLOOR,PROCUREMENT UNIT,239 PROCUREMENT MNGT UNIT,GOOD,Active,
TR118*GAMIS184,"COMPUTER, KEYBOARD DELL",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS185,"COMPUTER, KEYBOARD DELL",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
